,artist_name,track_name,track_id,popularity,release_date,artist_followers,Position,Track Name,Artist,Streams,URL,Date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
12433,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,84,2020-07-03,8039222,17,What You Know Bout Love,Pop Smoke,590032,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,01/01/2021,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4
12438,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,84,2020-07-03,8039222,123,What You Know Bout Love,Pop Smoke,266788,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,07/01/2021,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4
12443,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,84,2020-07-03,8039222,9,What You Know Bout Love,Pop Smoke,745058,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,10/01/2020,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4
12448,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,84,2020-07-03,8039222,197,What You Know Bout Love,Pop Smoke,226330,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,10/01/2021,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4
12453,CJ,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,79,2020-08-20,193395,34,Whoopty,CJ,445773,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO,04/01/2021,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,audio_features,5vGLcdRuSbUhD8ScwsGSdA,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,https://api.spotify.com/v1/tracks/5vGLcdRuSbUhD8ScwsGSdA,https://api.spotify.com/v1/audio-analysis/5vGLcdRuSbUhD8ScwsGSdA,123263,4
12455,CJ,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,79,2020-08-20,193395,11,Whoopty,CJ,700932,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA,01/01/2021,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,audio_features,5vGLcdRuSbUhD8ScwsGSdA,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,https://api.spotify.com/v1/tracks/5vGLcdRuSbUhD8ScwsGSdA,https://api.spotify.com/v1/audio-analysis/5vGLcdRuSbUhD8ScwsGSdA,123263,4
12457,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,89,2013-04-19,7189547,35,Sweater Weather,The Neighbourhood,438232,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,04/01/2021,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
12462,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,89,2013-04-19,7189547,34,Sweater Weather,The Neighbourhood,436873,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,01/01/2021,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
12467,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,89,2013-04-19,7189547,60,Sweater Weather,The Neighbourhood,383764,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,07/01/2021,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
12472,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,89,2013-04-19,7189547,86,Sweater Weather,The Neighbourhood,301566,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,10/01/2020,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
12477,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,89,2013-04-19,7189547,38,Sweater Weather,The Neighbourhood,463220,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,10/01/2021,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
12482,Lil Baby,On Me,4Iedi94TIaB2GGb1nMB68v,77,2020-12-04,8605930,36,On Me,Lil Baby,431762,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v,04/01/2021,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,audio_features,4Iedi94TIaB2GGb1nMB68v,spotify:track:4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/tracks/4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/audio-analysis/4Iedi94TIaB2GGb1nMB68v,135960,4
12484,Lil Baby,On Me,4Iedi94TIaB2GGb1nMB68v,77,2020-12-04,8605930,63,On Me,Lil Baby,341833,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v,01/01/2021,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,audio_features,4Iedi94TIaB2GGb1nMB68v,spotify:track:4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/tracks/4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/audio-analysis/4Iedi94TIaB2GGb1nMB68v,135960,4
12486,SpotemGottem,Beat Box 3 (feat. DaBaby),6toQdWWc4noiOk3Eo5mVDS,69,2021-02-26,198435,37,Beat Box 3 (feat. DaBaby),SpotemGottem,431500,https://open.spotify.com/track/6toQdWWc4noiOk3Eo5mVDS,04/01/2021,0.853,0.426,1,-6.812,1,0.374,0.0765,0.0,0.104,0.201,160.051,audio_features,6toQdWWc4noiOk3Eo5mVDS,spotify:track:6toQdWWc4noiOk3Eo5mVDS,https://api.spotify.com/v1/tracks/6toQdWWc4noiOk3Eo5mVDS,https://api.spotify.com/v1/audio-analysis/6toQdWWc4noiOk3Eo5mVDS,200424,4
12487,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,84,2020-07-03,8039222,38,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,429912,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,04/01/2021,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
12492,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,84,2020-07-03,8039222,14,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,635557,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,01/01/2021,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
12497,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,84,2020-07-03,8039222,108,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,294837,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,07/01/2021,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
12502,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,84,2020-07-03,8039222,4,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1143344,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,10/01/2020,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
12507,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,84,2020-07-03,8039222,145,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,249174,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,10/01/2021,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
12512,Taylor Swift,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),5pcjystBtalYeqaiXCcgEY,64,2021-03-26,44758818,39,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Taylor Swift,420298,https://open.spotify.com/track/5pcjystBtalYeqaiXCcgEY,04/01/2021,0.589,0.496,2,-7.606,1,0.0377,0.818,0.0,0.101,0.44,142.731,audio_features,5pcjystBtalYeqaiXCcgEY,spotify:track:5pcjystBtalYeqaiXCcgEY,https://api.spotify.com/v1/tracks/5pcjystBtalYeqaiXCcgEY,https://api.spotify.com/v1/audio-analysis/5pcjystBtalYeqaiXCcgEY,220839,4
12513,Machine Gun Kelly,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,83,2020-09-25,4106666,40,my ex's best friend (with blackbear),Machine Gun Kelly,420285,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,04/01/2021,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,audio_features,7kDUspsoYfLkWnZR7qwHZl,spotify:track:7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/tracks/7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/audio-analysis/7kDUspsoYfLkWnZR7qwHZl,139461,4
12518,Machine Gun Kelly,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,83,2020-09-25,4106666,47,my ex's best friend (with blackbear),Machine Gun Kelly,382370,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,01/01/2021,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,audio_features,7kDUspsoYfLkWnZR7qwHZl,spotify:track:7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/tracks/7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/audio-analysis/7kDUspsoYfLkWnZR7qwHZl,139461,4
12523,Machine Gun Kelly,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,83,2020-09-25,4106666,57,my ex's best friend (with blackbear),Machine Gun Kelly,395675,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,07/01/2021,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,audio_features,7kDUspsoYfLkWnZR7qwHZl,spotify:track:7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/tracks/7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/audio-analysis/7kDUspsoYfLkWnZR7qwHZl,139461,4
12528,Machine Gun Kelly,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,83,2020-09-25,4106666,12,my ex's best friend (with blackbear),Machine Gun Kelly,711930,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,10/01/2020,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,audio_features,7kDUspsoYfLkWnZR7qwHZl,spotify:track:7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/tracks/7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/audio-analysis/7kDUspsoYfLkWnZR7qwHZl,139461,4
12533,Machine Gun Kelly,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,83,2020-09-25,4106666,63,my ex's best friend (with blackbear),Machine Gun Kelly,340597,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,10/01/2021,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,audio_features,7kDUspsoYfLkWnZR7qwHZl,spotify:track:7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/tracks/7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/audio-analysis/7kDUspsoYfLkWnZR7qwHZl,139461,4
12538,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,84,2020-04-17,8346181,41,ROCKSTAR (feat. Roddy Ricch),DaBaby,413958,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,04/01/2021,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
12544,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,84,2020-04-17,8346181,20,ROCKSTAR (feat. Roddy Ricch),DaBaby,582947,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,01/01/2021,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
12550,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,84,2020-04-17,8346181,1,ROCKSTAR (feat. Roddy Ricch),DaBaby,1526958,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,07/01/2020,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
12556,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,84,2020-04-17,8346181,89,ROCKSTAR (feat. Roddy Ricch),DaBaby,323295,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,07/01/2021,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
12562,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,84,2020-04-17,8346181,10,ROCKSTAR (feat. Roddy Ricch),DaBaby,734048,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,10/01/2020,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
12568,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,84,2020-04-17,8346181,190,ROCKSTAR (feat. Roddy Ricch),DaBaby,230819,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,10/01/2021,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
12574,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,83,2020-08-07,18357433,42,WAP (feat. Megan Thee Stallion),Cardi B,409388,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,04/01/2021,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4
12579,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,83,2020-08-07,18357433,6,WAP (feat. Megan Thee Stallion),Cardi B,796945,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,01/01/2021,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4
12584,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,83,2020-08-07,18357433,118,WAP (feat. Megan Thee Stallion),Cardi B,272812,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,07/01/2021,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4
12589,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,83,2020-08-07,18357433,1,WAP (feat. Megan Thee Stallion),Cardi B,1374275,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,10/01/2020,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4
12594,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,83,2020-08-07,18357433,199,WAP (feat. Megan Thee Stallion),Cardi B,224951,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,10/01/2021,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4
12599,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,85,2021-06-11,33654102,43,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,408464,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU,04/01/2021,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,5zFglKYiknIxks8geR8rcL,spotify:track:5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,227395,4
12601,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,85,2021-06-11,33654102,39,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,483424,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL,07/01/2021,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,5zFglKYiknIxks8geR8rcL,spotify:track:5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,227395,4
12603,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,86,2020-10-30,71193149,44,positions,Ariana Grande,406950,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,04/01/2021,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,audio_features,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4
12606,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,86,2020-10-30,71193149,5,positions,Ariana Grande,829144,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,01/01/2021,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,audio_features,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4
12609,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,86,2020-10-30,71193149,162,positions,Ariana Grande,236718,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,07/01/2021,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,audio_features,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4
12612,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,84,2020-05-15,5629598,45,Martin & Gina,Polo G,406827,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,04/01/2021,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,audio_features,1VLtjHwRWOVJiE5Py7JxoQ,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,132833,4
12617,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,84,2020-05-15,5629598,79,Martin & Gina,Polo G,319757,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,01/01/2021,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,audio_features,1VLtjHwRWOVJiE5Py7JxoQ,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,132833,4
12622,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,84,2020-05-15,5629598,68,Martin & Gina,Polo G,367207,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,07/01/2021,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,audio_features,1VLtjHwRWOVJiE5Py7JxoQ,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,132833,4
