,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
139,"Best Friend (feat. Doja Cat)",Saweetie,250906,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
140,"Cigarette Daydreams","Cage The Elephant",250617,https://open.spotify.com/track/0lkQOB949M2gLyut86aJ1b
141,"Laugh Now Cry Later (feat. Lil Durk)",Drake,250048,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
142,"Space Song","Beach House",248832,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
143,"Someone You Loved","Lewis Capaldi",248419,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
144,"Hats Off (feat. Travis Scott)","Lil Baby",248049,https://open.spotify.com/track/4lUmnwRybYH7mMzf16xB0y
145,"Butter (feat. Megan Thee Stallion)",BTS,246743,https://open.spotify.com/track/3JR0ducCexKbeK47g6AHm5
146,"Jocelyn Flores",XXXTENTACION,246584,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
147,Butter,BTS,246329,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
148,"Like I Can","Sam Smith",246194,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
149,Heather,"Conan Gray",246017,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
150,"Smells Like Teen Spirit",Nirvana,245920,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
151,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",245646,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
152,"Red Light Green Light",DaBaby,245031,https://open.spotify.com/track/1YDebgap5OFwXEBG18NJvy
153,"SLOW DANCING IN THE DARK",Joji,243599,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
154,"Buy Dirt","Jordan Davis",242413,https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60
155,"Holy Smokes (feat. Lil Uzi Vert)","Trippie Redd",241206,https://open.spotify.com/track/26LC5kDFE0vWJzVyaENajX
156,Robbery,"Juice WRLD",239777,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
157,"Work Out","J. Cole",239627,https://open.spotify.com/track/2wAJTrFhCnQyNSD3oUgTZO
158,"Save Your Tears","The Weeknd",239366,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
159,"Wait a Minute!",WILLOW,238718,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
160,"Money Trees","Kendrick Lamar",236937,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
161,Up,"Cardi B",236492,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
162,"Everybody Talks","Neon Trees",235728,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
163,"Chosen (feat. Ty Dolla $ign)",Blxst,235552,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
164,"Mind of Melvin (feat. Lil Uzi Vert)","YNW Melly",235441,https://open.spotify.com/track/5xyLeb2q1lxDf7hXKYlC1H
165,"XO Tour Llif3","Lil Uzi Vert",234757,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
166,"Bound 2","Kanye West",234128,https://open.spotify.com/track/3sNVsP50132BTNlImLx70i
167,august,"Taylor Swift",233528,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
168,505,"Arctic Monkeys",232647,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
169,"Don't Go Yet","Camila Cabello",231921,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
170,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,231878,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
171,"AM Remix","Nio Garcia",229546,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
172,"Pursuit Of Happiness (Nightmare)","Kid Cudi",228613,https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa
173,"Flashing Lights","Kanye West",228509,https://open.spotify.com/track/31I3Rt1bPa2LrE74DdNizO
174,"Ni**as In Paris",JAY-Z,227317,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007
175,"Whiskey Glasses","Morgan Wallen",225728,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
176,"you broke me first","Tate McRae",224416,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
177,September,"Earth, Wind & Fire",224190,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw
178,"Tongue Tied",Grouplove,224134,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
179,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","Internet Money",223853,https://open.spotify.com/track/2IePEfMAtqWS6rLXXFZIgI
180,"Before You Go","Lewis Capaldi",223775,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
181,"Dreams Unfold","Joyner Lucas",223432,https://open.spotify.com/track/5ChX0Yt1wPpRJFPPecJZPh
182,"What You Know Bout Love","Pop Smoke",222835,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
183,"enough for you","Olivia Rodrigo",222162,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
184,"MIDDLE CHILD","J. Cole",220331,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
185,"Belly, The Weeknd - Die For It (ft. Nas)",Belly,220292,https://open.spotify.com/track/2Nc1v8I86FUGorwjXKo0in
186,positions,"Ariana Grande",220142,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
187,"WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix",BIA,219717,https://open.spotify.com/track/67G6iaOw8DZqp1z8STR89R
188,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",218863,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
189,"What’s Next",Drake,218346,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
190,"Blueberry Faygo","Lil Mosey",217751,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
191,"WAP (feat. Megan Thee Stallion)","Cardi B",216513,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
192,Stronger,"Kanye West",214711,https://open.spotify.com/track/4fzsfWzRhPawzqhX8Qt9F3
193,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,214529,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
194,"Talking to the Moon","Bruno Mars",213866,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
195,"See You Again (feat. Kali Uchis)","Tyler, The Creator",213782,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
196,"Don't Start Now","Dua Lipa",213539,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
197,"The Box","Roddy Ricch",211779,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
198,"Ric Flair Drip (& Metro Boomin)",Offset,211401,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
199,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",211073,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
200,"The Less I Know The Better","Tame Impala",210857,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
