,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
132,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",277105,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
133,How,"Lil Baby",275716,https://open.spotify.com/track/2b7rt5gCEy2p2zTp656s4U
134,Physical,"Dua Lipa",273478,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
135,"Forever (feat. Lil Wayne)","Lil Baby",272290,https://open.spotify.com/track/3EVzllf30zIBAtKb75bs1W
136,Callaita,"Bad Bunny",271975,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
137,"Beautiful Crazy","Luke Combs",271302,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
138,"What If I Told You That I Love You","Ali Gatie",268781,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
139,July,"Noah Cyrus",268448,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
140,F.N,"Lil Tjay",268011,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
141,"Lose You To Love Me","Selena Gomez",267523,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
142,"I Fall Apart","Post Malone",267396,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
143,"XO Tour Llif3","Lil Uzi Vert",264450,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
144,"ON (Feat. Sia)",BTS,263540,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ
145,"LA CANCIÓN","J Balvin",262237,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
146,Legends,"Juice WRLD",261494,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
147,"The London (feat. J. Cole & Travis Scott)","J. Cole",260402,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
148,"Armed And Dangerous","Juice WRLD",257654,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
149,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",257528,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
150,"Better Now","Post Malone",256036,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
151,"Like That (feat. Gucci Mane)","Doja Cat",255068,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
152,"Sanguine Paradise","Lil Uzi Vert",254513,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
153,VALENTINO,24kGoldn,253364,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q
154,"100 Shots","NLE Choppa",253361,https://open.spotify.com/track/1eto1iY3lVWyJhejV6Mi6J
155,Juicy,"Doja Cat",253191,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp
156,"Same Thing","Lil Baby",252564,https://open.spotify.com/track/2XEsbmynS9dLSzNSuZzfXF
157,"All I Want - From ""High School Musical: The Musical: The Series""","Olivia Rodrigo",251021,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
158,"7 rings","Ariana Grande",249035,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
159,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,248463,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
160,Moonlight,XXXTENTACION,248416,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
161,"Good News","Mac Miller",248150,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
162,Lalala,Y2K,247717,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
163,"Heartless (feat. Morgan Wallen)",Diplo,246095,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
164,goosebumps,"Travis Scott",245928,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
165,"ocean eyes","Billie Eilish",245693,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
166,"me & ur ghost",blackbear,245566,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440
167,Speechless,"Dan + Shay",244128,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
168,"Hot (Remix) [feat. Gunna and Travis Scott]","Travis Scott",243850,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
169,"I Don't Care (with Justin Bieber)","Ed Sheeran",242922,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
170,"Yes Indeed","Lil Baby",242709,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
171,"Without Me",Halsey,241378,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
172,"Lights Up","Harry Styles",240643,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
173,"Me and My Guitar","A Boogie Wit da Hoodie",238588,https://open.spotify.com/track/6cZH4rX1KTt1aJ3Ql6Ynja
174,"Enemies (feat. DaBaby)","Post Malone",238463,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
175,"Beautiful People (feat. Khalid)","Ed Sheeran",237244,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
176,"We Should (feat. Young Thug)","Lil Baby",236392,https://open.spotify.com/track/5ixKkLQSriCQakDWbdW8qD
177,"Envy Me",Calboy,236292,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx
178,Sucker,"Jonas Brothers",236200,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
179,"Eastside (with Halsey & Khalid)","benny blanco",236182,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
180,"Heart On Ice","Rod Wave",236074,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
181,"The Less I Know The Better","Tame Impala",236025,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
182,"How I Move (feat. Lil Baby)","Flipp Dinero",235495,https://open.spotify.com/track/14X1WxiHXdVRJ99cMCBzOE
183,"Old Town Road - Remix","Lil Nas X",234297,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
184,"Lose Control",MEDUZA,233370,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
185,"I Hope","Gabby Barrett",233361,https://open.spotify.com/track/2Hc4t9N2nt37oO4sF9BynI
186,"Chasin' You","Morgan Wallen",233235,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
187,"No Me Conoce - Remix","Jhay Cortez",232796,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
188,"Lean Wit Me","Juice WRLD",232353,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
189,FML,"Arizona Zervas",232251,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
190,"Talk (feat. Disclosure)",Khalid,229349,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
