,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
136,"MIDDLE CHILD","J. Cole",233454,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
137,"Chicken Fried","Zac Brown Band",233328,https://open.spotify.com/track/3eBnEo9WL34ulBCZlLpUQO
138,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",232533,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
139,"Godzilla (feat. Juice WRLD)",Eminem,231153,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
140,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",230713,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
141,"Glad You Exist","Dan + Shay",230645,https://open.spotify.com/track/472vIK1ldetTxRxG3ovaiY
142,"Are You Bored Yet? (feat. Clairo)",Wallows,229915,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
143,Masterpiece,DaBaby,229526,https://open.spotify.com/track/26UxwWl9xCb83OynXELJcL
144,"a p p l y i n g . p r e s s u r e","J. Cole",227600,https://open.spotify.com/track/1d7q712nXjG98HiwHk7HFS
145,"XO Tour Llif3","Lil Uzi Vert",227416,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
146,"Misery Business",Paramore,225585,https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU
147,"Cigarette Daydreams","Cage The Elephant",225169,https://open.spotify.com/track/0lkQOB949M2gLyut86aJ1b
148,"Therefore I Am","Billie Eilish",224445,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
149,Dior,"Pop Smoke",224444,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
150,"t h e . c l i m b . b a c k","J. Cole",223180,https://open.spotify.com/track/5lLNBIyjp72btcnrjBG751
151,"Tennessee Whiskey","Chris Stapleton",223064,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
152,"The Less I Know The Better","Tame Impala",221675,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
153,Bang!,AJR,221495,https://open.spotify.com/track/5FQPpxOXsvkMN6v18gtpwY
154,"Put Your Records On","Ritt Momney",221320,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
155,"Chasing After You (with Maren Morris)","Ryan Hurd",221047,https://open.spotify.com/track/1ZIKpMTRPqhwAoVXWY3tXI
156,"Pop Out (feat. Lil Tjay)","Polo G",220430,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
157,"lovely (with Khalid)","Billie Eilish",220274,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
158,Anti-Romantic,"TOMORROW X TOGETHER",219824,https://open.spotify.com/track/6Aw4ogv0H5cbKfHDqIyruw
159,Whoopty,CJ,219800,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
160,"Ric Flair Drip (& Metro Boomin)",Offset,219666,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
161,"7 Summers","Morgan Wallen",219391,https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ
162,"Sand In My Boots","Morgan Wallen",219242,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao
163,"Richer (feat. Polo G)","Rod Wave",218862,https://open.spotify.com/track/7HsjuVBM93Z2RoxjpWLgTT
164,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",218517,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
165,"Don't Stop Believin'",Journey,217652,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
166,505,"Arctic Monkeys",216874,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
167,"Drankin N Smokin",Future,216465,https://open.spotify.com/track/0k7wmahjkn389wAZdz19Cv
168,"Chasin' You","Morgan Wallen",216255,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
169,"Adore You","Harry Styles",216097,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
170,"Final Warning","NLE Choppa",215761,https://open.spotify.com/track/3LVcKphzONOdQ2EATazlZq
171,"Before You Go","Lewis Capaldi",215513,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
172,"Everybody Talks","Neon Trees",214676,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
173,"0X1=LOVESONG (I Know I Love you)","TOMORROW X TOGETHER",213864,https://open.spotify.com/track/3yTkoTuiKRGL2VAlQd7xsC
174,"SICKO MODE","Travis Scott",213716,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
175,"When It Rains It Pours","Luke Combs",212988,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
176,"Tyler Herro","Jack Harlow",212757,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ
177,"Real As It Gets (feat. EST Gee)","Lil Baby",212271,https://open.spotify.com/track/7eX3um6NpOQKWJMGCi97XD
178,"Cover Me Up","Morgan Wallen",212037,https://open.spotify.com/track/0mKnuxVkPi5h0kuvZl44VM
179,"Botella Tras Botella","Gera MX",211499,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
180,A-O-K,"Tai Verdes",211143,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
181,SAD!,XXXTENTACION,209671,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
182,BOP,DaBaby,209004,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
183,"The Hills","The Weeknd",208737,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
184,"The Good Ones","Gabby Barrett",208074,https://open.spotify.com/track/3hLuHKzG1cmlRpq53ZVWd8
185,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",208054,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
186,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,207648,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
187,"Space Song","Beach House",207603,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
188,"Knock Knock",SoFaygo,207138,https://open.spotify.com/track/6aHoPULNO7pSL2ZfUY0bU8
189,"death bed (coffee for your head)",Powfu,206918,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
190,Sky,"Playboi Carti",206593,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
191,"Breaking Up Was Easy In The 90's","Sam Hunt",206570,https://open.spotify.com/track/4sf2L157iEgAR7yrCNLgSq
192,"HIGHEST IN THE ROOM","Travis Scott",206209,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
193,"Lean Wit Me","Juice WRLD",206097,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
194,"I Can't Handle Change",Roar,205708,https://open.spotify.com/track/0I1eFRytp4XRhLCjT6tZm7
195,"Body Like A Back Road","Sam Hunt",205367,https://open.spotify.com/track/7FpBQ067pHB67deawpbbcY
196,YKWIM?,"Yot Club",205293,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH
197,"GO (feat. Juice WRLD)","The Kid LAROI",205292,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
198,Run,OneRepublic,205210,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
199,"My Ordinary Life","The Living Tombstone",203861,https://open.spotify.com/track/6tMdpUXfT70TD6Eh3XfB1p
200,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",203571,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
